Mes,Gestor_Apelido,Captacao,Resgate,Liquido
2026-01,"BBM Asset",714374.81,4616723.32,-3902348.51
2026-01,"BDR",0,5000000.01,-5000000.01
2026-01,"Black Swan",0,0,0
2026-01,"Bocaina",28548910,10170546.62,18378363.38
2026-01,"BR Partners",10908700.97,255000,10653700.97
2026-01,"Brainvest",0,0,0
2026-01,"BRAM",644389406.69,341412704.25,302976702.44
2026-01,"BTG Asset",1351219588.89,174242474.03,1176977114.86
2026-01,"BTG WM",449518809.4,520895277.43,-71376468.03
2026-01,"Butiá",19800.97,104856.69,-85055.72
2026-01,"BV Asset",112800000,54800000,58000000
2026-01,"Capitânia",118234240.48,18085030.15,100149210.33
2026-01,"Citrino",0,0,0
2026-01,"Daycoval",6375619.9,2342198.35,4033421.55
2026-01,"Daycoval Asset",0,100000000,-100000000
2026-01,"Douro",38000,0,38000
2026-01,"Drys",450000,500000,-50000
2026-01,"EQI",0,7238746.73,-7238746.73
2026-01,"Être-Davos",14000000,0,14000000
2026-01,"Exes",0,1680000,-1680000
2026-01,"FAR",734867.9,519854.71,215013.19
2026-01,"Franklin Templeton",0,2500000,-2500000
2026-01,"G5",413567064.02,35545000,378022064.02
2026-01,"Galapagos",125250,1032912.91,-907662.91
2026-01,"Galt",0,49000,-49000
2026-01,"Heritage",0,13000000,-13000000
2026-01,"IAM",1700470271.05,1222805806.68,477664464.37
2026-01,"Ibuina",282190667.35,68820189.49,213370477.86
2026-01,"Icatu",1581418134.1,89263074.36,1492155059.74
2026-01,"Inter",75777288.43,30268845.4,45508443.03
2026-01,"Iridium",1393841.13,3428624.87,-2034783.74
2026-01,"Jera",0,0,0
2026-01,"JGP",286239238.24,70771594.35,215467643.89
2026-01,"Jive",14500000,3000000,11500000
2026-01,"Journey",2862601.09,169807614.93,-166945013.84
2026-01,"Kinea",86019307.47,66039964.98,19979342.49
2026-01,"Lakewood",0,657016.98,-657016.98
2026-01,"Legacy",73664487.7,338695582.48,-265031094.78
2026-01,"MAG",0,0,0
2026-01,"Maud",2983573.34,105462.98,2878110.36
2026-01,"Mirabaud",256095.27,8741.73,247353.54
2026-01,"MMZR",510003.47,0,510003.47
2026-01,"Monte Azul",660000,0,660000
2026-01,"Monte Bravo",0,0,0
2026-01,"Navi",0,39973.59,-39973.59
2026-01,"Newave",44202.02,0,44202.02
2026-01,"Nikos",9540047.01,26387485.81,-16847438.8
2026-01,"Novus",29450000,0,29450000
2026-01,"Nu Asset",0,0,0
2026-01,"Occam",881490616.96,21752351.73,859738265.23
2026-01,"Opportunity",0,0,0
2026-01,"Oriz",3091132.53,1014000,2077132.53
2026-01,"Paramis",200000,1775000,-1575000
2026-01,"Pátria",0,408032.5,-408032.5
2026-01,"Perfin",15000000,0,15000000
2026-01,"Persevera",6700000,5350000,1350000
2026-01,"Plural",146089299.72,75913393.79,70175905.93
2026-01,"Porto Asset",696104.96,859544.51,-163439.55
2026-01,"Portofino",0,0,0
2026-01,"Principal",0,10107.21,-10107.21
2026-01,"Proteus",2000002.09,1043270.48,956731.61
2026-01,"Rafter",15533356.96,12510842.86,3022514.1
2026-01,"RB Asset",57219000,54663200,2555800
2026-01,"RBR",0,0,0
2026-01,"Rio Bravo",1567603.86,1840395.84,-272791.98
2026-01,"Riza",149075690.14,10807393.85,138268296.29
2026-01,"Root",0,0,0
2026-01,"Rubik",0,0,0
2026-01,"Safra Asset",1050150175.54,531810373.48,518339802.06
2026-01,"SAM",624133966.84,614200442.05,9933524.79
2026-01,"San WM",284372293.79,48647050.27,235725243.52
2026-01,"Scalare",11900397.55,14400000,-2499602.45
2026-01,"Seven Pounds",0,0,0
2026-01,"Somma",169607.51,1466088.72,-1296481.21
2026-01,"Sonata",1509540.36,0,1509540.36
2026-01,"Sparta",1879870357.84,121461588.07,1758408769.77
2026-01,"SPX",98721391.14,211266883.89,-112545492.75
2026-01,"Sten",4459392,144370.65,4315021.35
2026-01,"STK",363001.92,0,363001.92
2026-01,"Sulamérica",58335011.08,3752164.09,54582846.99
2026-01,"Suno",0,950000,-950000
2026-01,"SVN",63723272.55,16407876.66,47315395.89
2026-01,"SWM",12833751.37,919416.32,11914335.05
2026-01,"TAG",0,0,0
2026-01,"Tenax",35370989.32,8373023.16,26997966.16
2026-01,"Tivio",11208244.27,7920932.38,3287311.89
2026-01,"Tori 21",0,0,0
2026-01,"Track",13807994.7,45982.86,13762011.84
2026-01,"Trígono",9630.35,304000.01,-294369.66
2026-01,"Turim",0,0,0
2026-01,"UBS",36465966.93,85785548.11,-49319581.18
2026-01,"Valia",892724.69,2201001.34,-1308276.65
2026-01,"Valora",144414150.64,8677291.39,135736859.25
2026-01,"Vêneto",0,7000000,-7000000
2026-01,"Vinci",147392181.71,14516920.56,132875261.15
2026-01,"Vinland",132216236.62,197169039.17,-64952802.55
2026-01,"WHG",144353.13,804500,-660146.87
2026-01,"XPG",252556020.61,152038239.5,100517781.11
2026-01,"YVY",0,164723,-164723
2026-02,"4UM",600000,0,600000
2026-02,"Absolute",1212365957.88,789083831.2,423282126.68
2026-02,"Ace",1589600,413890.23,1175709.77
2026-02,"AF Invest",21708.91,0,21708.91
2026-02,"Altera",90000,0,90000
2026-02,"Andbank",0,0,0
2026-02,"ARX",475866409.92,469519172.01,6347237.91
2026-02,"ASA",315941.05,5351.75,310589.3
2026-02,"Asset 1",21016441.05,0,21016441.05
2026-02,"Atena",1661570.51,0,1661570.51
2026-02,"Augme",35691939.54,12178652.32,23513287.22
2026-02,"AZ Quest",234669637.82,13862287.97,220807349.85
2026-02,"BB Asset",623268114.88,389194344.43,234073770.45
2026-02,"BBM Asset",889066.5,1024856.56,-135790.06
2026-02,"BDR",0,0,0
2026-02,"Black Swan",0,0,0
2026-02,"Bocaina",292889421,3188999.99,289700421.01
2026-02,"BR Partners",60255438.83,260000,59995438.83
2026-02,"Brainvest",0,0,0
2026-02,"BRAM",1229993319.65,363963509.06,866029810.59
2026-02,"BTG Asset",747358988.79,243206426.8,504152561.99
2026-02,"BTG WM",667102244.56,516784333.07,150317911.49
2026-02,"Butiá",11380.05,256920.97,-245540.92
2026-02,"BV Asset",19000000,40000000,-21000000
2026-02,"Capitânia",22077521.93,67648276.18,-45570754.25
2026-02,"Citrino",0,0,0
2026-02,"Daycoval",4500665.97,4959696.13,-459030.16
2026-02,"Daycoval Asset",12000000,20900000,-8900000
2026-02,"Douro",0,38601.87,-38601.87
2026-02,"Drys",0,270000,-270000
2026-02,"EQI",0,5629229.93,-5629229.93
2026-02,"Être-Davos",0,0,0
2026-02,"Exes",0,0,0
2026-02,"FAR",22141.52,184522.3,-162380.78
2026-02,"Franklin Templeton",0,0,0
2026-02,"G5",49598194.81,13584734.2,36013460.61
2026-02,"Galapagos",28000,612987.84,-584987.84
2026-02,"Galt",0,50000,-50000
2026-02,"Heritage",4250000,17800000,-13550000
2026-02,"IAM",1308251250.16,709293830.92,598957419.24
2026-02,"Ibuina",188531690.97,95154596.52,93377094.45
2026-02,"Icatu",192460874.08,50003884.6,142456989.48
2026-02,"Inter",65207855.42,33229301.61,31978553.81
2026-02,"Iridium",1675619.67,1605814.56,69805.11
2026-02,"Jera",0,0,0
2026-02,"JGP",264130387.49,119780325.22,144350062.27
2026-02,"Jive",0,5600000,-5600000
2026-02,"Journey",953631.27,3159552.78,-2205921.51
2026-02,"Kinea",107549950.92,45328735.52,62221215.4
2026-02,"Lakewood",63757821.72,0,63757821.72
2026-02,"Legacy",452118212.63,193566936.2,258551276.43
2026-02,"MAG",1011,0,1011
2026-02,"Maud",825000,0,825000
2026-02,"Mirabaud",188175.61,0,188175.61
2026-02,"MMZR",983593.23,0,983593.23
2026-02,"Monte Azul",0,0,0
2026-02,"Monte Bravo",0,0,0
2026-02,"Navi",0,0,0
2026-02,"Newave",19000.76,0,19000.76
2026-02,"Nikos",20542423.67,23552423.89,-3010000.22
2026-02,"Novus",33210000,0,33210000
2026-02,"Nu Asset",0,0,0
2026-02,"Occam",364568540.24,40977378.97,323591161.27
2026-02,"Opportunity",0,0,0
2026-02,"Oriz",15500000,480000,15020000
2026-02,"Paramis",0,1580000,-1580000
2026-02,"Pátria",0,436000,-436000
2026-02,"Perfin",0,0,0
2026-02,"Persevera",0,0,0
2026-02,"Plural",178519143.91,156401400.42,22117743.49
2026-02,"Porto Asset",664933.83,418926.89,246006.94
2026-02,"Portofino",0,0,0
2026-02,"Principal",0,0,0
2026-02,"Proteus",789807.65,972000,-182192.35
2026-02,"Rafter",867970.01,2900000,-2032029.99
2026-02,"RB Asset",106490000,42985345,63504655
2026-02,"RBR",0,0,0
2026-02,"Rio Bravo",32127753.59,3604423.23,28523330.36
2026-02,"Riza",24020044.04,20427306.81,3592737.23
2026-02,"Root",0,0,0
2026-02,"Rubik",0,0,0
2026-02,"Safra Asset",809257580.11,417101446.27,392156133.84
2026-02,"SAM",420700531.06,333887082.08,86813448.98
2026-02,"San WM",474304073.99,197682533.13,276621540.86
2026-02,"Scalare",2165000,21150000,-18985000
2026-02,"Seven Pounds",0,0,0
2026-02,"Somma",611412.1,156595.02,454817.08
2026-02,"Sonata",19690659,0,19690659
2026-02,"Sparta",625482500.9,97725384.23,527757116.67
2026-02,"SPX",93103879.36,49563329.95,43540549.41
2026-02,"Sten",16428.61,3000000,-2983571.39
2026-02,"STK",0,0,0
2026-02,"Sulamérica",52823374.54,6423859.8,46399514.74
2026-02,"Suno",100000,1112000,-1012000
2026-02,"SVN",53441130.14,26242018.29,27199111.85
2026-02,"SWM",19044875.07,290207.1,18754667.97
2026-02,"TAG",0,0,0
2026-02,"Tenax",33196208.54,7400641.99,25795566.55
2026-02,"Tivio",1551921.05,16973.69,1534947.36
2026-02,"Tori 21",0,0,0
2026-02,"Track",5383763.26,338891.45,5044871.81
2026-02,"Trígono",8201.04,183000,-174798.96
2026-02,"Turim",0,0,0
2026-02,"UBS",26470431.12,63436604.41,-36966173.29
2026-02,"Valia",1005451.81,1003913.8,1538.01
2026-02,"Valora",53672726.62,16503604.86,37169121.76
2026-02,"Vêneto",0,6000000,-6000000
2026-02,"Vinci",81275251.49,23735135.14,57540116.35
2026-02,"Vinland",85208665.81,130504749.48,-45296083.67
2026-02,"WHG",66944.8,2600000,-2533055.2
2026-02,"XPG",236705167.64,125535938.02,111169229.62
2026-02,"YVY",0,2118188.1,-2118188.1
2026-03,"4UM",0,0,0
2026-03,"Absolute",719706303.05,987967157.81,-268260854.76
2026-03,"Ace",1712547.67,11635831.34,-9923283.67
2026-03,"AF Invest",0,0,0
2026-03,"Altera",3000000,650000,2350000
2026-03,"Andbank",0,0,0
2026-03,"ARX",1327412952.92,1249149392.43,78263560.49
2026-03,"ASA",437081.46,491382.07,-54300.61
2026-03,"Asset 1",20652479.96,11040000,9612479.96
2026-03,"Atena",48500,0,48500
2026-03,"Augme",21925207,10798997.09,11126209.91
2026-03,"AZ Quest",93011482.55,10523134.17,82488348.38
2026-03,"BB Asset",371219601.92,569860031.4,-198640429.48
2026-03,"BBM Asset",971762.91,15000000,-14028237.09
2026-03,"BDR",0,0,0
2026-03,"Black Swan",0,77077.64,-77077.64
2026-03,"Bocaina",184845024.6,7798000,177047024.6
2026-03,"BR Partners",500000,130000,370000
2026-03,"Brainvest",0,0,0
2026-03,"BRAM",2460776609.57,330008994.63,2130767614.94
2026-03,"BTG Asset",473479879.33,496700681.38,-23220802.05
2026-03,"BTG WM",458553131.12,807658368.2,-349105237.08
2026-03,"Butiá",4771.87,126645.91,-121874.04
2026-03,"BV Asset",0,0,0
2026-03,"Capitânia",36492991.11,95897760.62,-59404769.51
2026-03,"Citrino",0,0,0
2026-03,"Daycoval",59841181.99,2548686.73,57292495.26
2026-03,"Daycoval Asset",0,0,0
2026-03,"Douro",0,8999000,-8999000
2026-03,"Drys",0,300000,-300000
2026-03,"EQI",0,12141424.81,-12141424.81
2026-03,"Être-Davos",0,0,0
2026-03,"Exes",0,0,0
2026-03,"FAR",35948.33,547620,-511671.67
2026-03,"Franklin Templeton",0,5750000,-5750000
2026-03,"G5",57271686.48,33352223.86,23919462.62
2026-03,"Galapagos",429000,225824.28,203175.72
2026-03,"Galt",0,2850000,-2850000
2026-03,"Heritage",0,13866000,-13866000
2026-03,"IAM",1117960068.92,895111083.03,222848985.89
2026-03,"Ibuina",136485403.41,146042238.34,-9556834.93
2026-03,"Icatu",150182890.81,43925780.3,106257110.51
2026-03,"Inter",46980545.67,38740772.63,8239773.04
2026-03,"Iridium",1094896.6,7269222.01,-6174325.41
2026-03,"Jera",0,8000000,-8000000
2026-03,"JGP",150248441.67,74781908.62,75466533.05
2026-03,"Jive",0,23000000,-23000000
2026-03,"Journey",890144.46,1260649.14,-370504.68
2026-03,"Kinea",472165861.11,50670641.83,421495219.28
2026-03,"Lakewood",30000,0,30000
2026-03,"Legacy",256634800.37,153520646.8,103114153.57
2026-03,"MAG",318500,1202.02,317297.98
2026-03,"Maud",450000,31598.73,418401.27
2026-03,"Mirabaud",67000,0,67000
2026-03,"MMZR",0,0,0
2026-03,"Monte Azul",0,800000,-800000
2026-03,"Monte Bravo",0,0,0
2026-03,"Navi",0,0,0
2026-03,"Newave",11053.2,0,11053.2
2026-03,"Nikos",16076580.86,15689342.99,387237.87
2026-03,"Novus",15680001,1310000,14370001
2026-03,"Nu Asset",0,1300000,-1300000
2026-03,"Occam",135659339.76,66406972.65,69252367.11
2026-03,"Opportunity",0,70000,-70000
2026-03,"Oriz",34947000,19909000,15038000
2026-03,"Paramis",0,1550000,-1550000
2026-03,"Pátria",0,417532.5,-417532.5
2026-03,"Perfin",0,20199999,-20199999
2026-03,"Persevera",0,0,0
2026-03,"Plural",136795590.75,37312856.63,99482734.12
2026-03,"Porto Asset",116885.43,278452.63,-161567.2
2026-03,"Portofino",0,4230610.23,-4230610.23
2026-03,"Principal",0,0,0
2026-03,"Proteus",2464717.68,2701000,-236282.32
2026-03,"Rafter",1636867.84,1250000,386867.84
2026-03,"RB Asset",45802000,95182000,-49380000
2026-03,"RBR",0,0,0
2026-03,"Rio Bravo",28646103.32,2362415.62,26283687.7
2026-03,"Riza",12382887.73,12836542.95,-453655.22
2026-03,"Root",12000000,4102603.05,7897396.95
2026-03,"Rubik",0,400000,-400000
2026-03,"Safra Asset",1484377008.04,2049019387.29,-564642379.25
2026-03,"SAM",199376552.74,372318540.65,-172941987.91
2026-03,"San WM",257591543.8,105861555.63,151729988.17
2026-03,"Scalare",12758041.32,6800000,5958041.32
2026-03,"Seven Pounds",0,0,0
2026-03,"Somma",3033.9,373111.47,-370077.57
2026-03,"Sonata",0,0,0
2026-03,"Sparta",214140024.53,85139220.01,129000804.52
2026-03,"SPX",56813722.8,40101549.06,16712173.74
2026-03,"Sten",0,137862332.92,-137862332.92
2026-03,"STK",0,0,0
2026-03,"Sulamérica",30453797.96,26377537.1,4076260.86
2026-03,"Suno",500000,2350000,-1850000
2026-03,"SVN",26561280.35,10595223.83,15966056.52
2026-03,"SWM",110937337.61,543457.18,110393880.43
2026-03,"TAG",0,0,0
2026-03,"Tenax",16374061.18,4649401.32,11724659.86
2026-03,"Tivio",615966,5644973.12,-5029007.12
2026-03,"Tori 21",0,0,0
2026-03,"Track",39215049.54,706594.09,38508455.45
2026-03,"Trígono",1509615.87,857000,652615.87
2026-03,"Turim",1000000,0,1000000
2026-03,"UBS",32747264.75,237782309.48,-205035044.73
2026-03,"Valia",1752439.13,3342390.23,-1589951.1
2026-03,"Valora",173000,10228065.62,-10055065.62
2026-03,"Vêneto",0,2000000,-2000000
2026-03,"Vinci",36638486.93,35201744.24,1436742.69
2026-03,"Vinland",69932840.8,123955963.25,-54023122.45
2026-03,"WHG",0,268000,-268000
2026-03,"XPG",150299104.24,165870441.5,-15571337.26
2026-03,"YVY",0,2204120.13,-2204120.13
2026-04,"4UM",0,0,0
2026-04,"Absolute",431977662.76,1252418037.04,-820440374.28
2026-04,"Ace",697159.83,1464000,-766840.17
2026-04,"AF Invest",34548.21,0,34548.21
2026-04,"Altera",206680000,9900000,196780000
2026-04,"Andbank",0,0,0
2026-04,"ARX",105099654.71,326094725.87,-220995071.16
2026-04,"ASA",231271.09,0,231271.09
2026-04,"Asset 1",2378000,6525000,-4147000
2026-04,"Atena",11400,1010.23,10389.77
2026-04,"Augme",3964051.88,38823241.87,-34859189.99
2026-04,"AZ Quest",30018848.59,18902786.78,11116061.81
2026-04,"BB Asset",154773392.66,1356761215.97,-1201987823.31
2026-04,"BBM Asset",494046.27,11626063.07,-11132016.8
2026-04,"BDR",0,0,0
2026-04,"Black Swan",0,4408657.55,-4408657.55
2026-04,"Bocaina",10121490,10617000,-495510
2026-04,"BR Partners",200000,281073.73,-81073.73
2026-04,"Brainvest",0,0,0
2026-04,"BRAM",1071506818.44,446913842.36,624592976.08
2026-04,"BTG Asset",122917646.92,956447374.52,-833529727.6
2026-04,"BTG WM",244672112.07,364216805.71,-119544693.64
2026-04,"Butiá",3092.17,297255.84,-294163.67
2026-04,"BV Asset",137198259.95,76174655.37,61023604.58
2026-04,"Capitânia",23178054.11,66375058.27,-43197004.16
2026-04,"Citrino",0,203522.45,-203522.45
2026-04,"Daycoval",6764760.46,26727108.51,-19962348.05
2026-04,"Daycoval Asset",0,0,0
2026-04,"Douro",0,2000000,-2000000
2026-04,"Drys",0,300000,-300000
2026-04,"EQI",0,34678996.67,-34678996.67
2026-04,"Être-Davos",0,0,0
2026-04,"Exes",0,0,0
2026-04,"FAR",0,910986.19,-910986.19
2026-04,"Franklin Templeton",0,0,0
2026-04,"G5",35306765.78,36576999.99,-1270234.21
2026-04,"Galapagos",475000,1005916.06,-530916.06
2026-04,"Galt",0,53000,-53000
2026-04,"Heritage",86950000,7000000,79950000
2026-04,"IAM",826738872.52,2336720296.52,-1509981424
2026-04,"Ibuina",27180080.2,1148446669.69,-1121266589.49
2026-04,"Icatu",64111525.24,129707522.19,-65595996.95
2026-04,"Inter",11297715.07,71925956.38,-60628241.31
2026-04,"Iridium",3663840.32,5554150.45,-1890310.13
2026-04,"Jera",0,0,0
2026-04,"JGP",57960698.99,127621515.1,-69660816.11
2026-04,"Jive",0,0,0
2026-04,"Journey",765773.17,11171525.73,-10405752.56
2026-04,"Kinea",80407013.34,59018409.85,21388603.49
2026-04,"Lakewood",0,0,0
2026-04,"Legacy",153519888.08,374205701.44,-220685813.36
2026-04,"MAG",101000,8.97,100991.03
2026-04,"Maud",1000000,171527,828473
2026-04,"Mirabaud",230110.12,31234.74,198875.38
2026-04,"MMZR",0,0,0
2026-04,"Monte Azul",0,0,0
2026-04,"Monte Bravo",0,0,0
2026-04,"Navi",0,0,0
2026-04,"Newave",18958.32,0,18958.32
2026-04,"Nikos",5195567.49,32213476.37,-27017908.88
2026-04,"Novus",2430000,8629999.99,-6199999.99
2026-04,"Nu Asset",46242308.06,0,46242308.06
2026-04,"Occam",69228282,141631146.24,-72402864.24
2026-04,"Opportunity",0,0,0
2026-04,"Oriz",14357987.75,1935000,12422987.75
2026-04,"Paramis",0,1550000,-1550000
2026-04,"Pátria",0,425550.9,-425550.9
2026-04,"Perfin",0,0,0
2026-04,"Persevera",4759659.79,850000,3909659.79
2026-04,"Plural",31427921.12,64759699.45,-33331778.33
2026-04,"Porto Asset",1247170.12,2776493.18,-1529323.06
2026-04,"Portofino",5535741.03,0,5535741.03
2026-04,"Principal",0,0,0
2026-04,"Proteus",189580.14,114677019.39,-114487439.25
2026-04,"Rafter",14799887.26,1563171.68,13236715.58
2026-04,"RB Asset",24670000,162737645,-138067645
2026-04,"RBR",0,0,0
2026-04,"Rio Bravo",97789.77,6273991.45,-6176201.68
2026-04,"Riza",1589086.82,42191605.48,-40602518.66
2026-04,"Root",8000000,0,8000000
2026-04,"Rubik",0,213240.63,-213240.63
2026-04,"Safra Asset",137599268.73,1828528265.66,-1690928996.93
2026-04,"SAM",260543432.98,781052701.84,-520509268.86
2026-04,"San WM",167208966.3,137119135.32,30089830.98
2026-04,"Scalare",9609810.8,9150000,459810.8
2026-04,"Seven Pounds",0,0,0
2026-04,"Somma",157784.36,225032.22,-67247.86
2026-04,"Sonata",0,0,0
2026-04,"Sparta",314737888.13,246836538.38,67901349.75
2026-04,"SPX",20347013.89,117057490.01,-96710476.12
2026-04,"Sten",276748.6,46698.78,230049.82
2026-04,"STK",0,0,0
2026-04,"Sulamérica",17211913.94,50007537.93,-32795623.99
2026-04,"Suno",0,115000,-115000
2026-04,"SVN",16700084.97,14881792.65,1818292.32
2026-04,"SWM",13301361.86,582679.56,12718682.3
2026-04,"TAG",16000000,0,16000000
2026-04,"Tenax",3924700,20472764.99,-16548064.99
2026-04,"Tivio",55037.85,5302671.14,-5247633.29
2026-04,"Tori 21",0,0,0
2026-04,"Track",2746651.46,1109868.93,1636782.53
2026-04,"Trígono",7829.63,1979676.02,-1971846.39
2026-04,"Turim",0,0,0
2026-04,"UBS",71306889.01,135697438.38,-64390549.37
2026-04,"Valia",1063085.7,1034149.27,28936.43
2026-04,"Valora",150000,45043027.37,-44893027.37
2026-04,"Vêneto",0,5000000,-5000000
2026-04,"Vinci",0,95241961.39,-95241961.39
2026-04,"Vinland",49362567.42,495162593.38,-445800025.96
2026-04,"WHG",332000,691600,-359600
2026-04,"XPG",76835378.34,236679980.03,-159844601.69
2026-04,"YVY",1680589.8,3529875.01,-1849285.21
2026-05,"4UM",0,0,0
2026-05,"Absolute",266110255.89,1836110885.3,-1570000629.41
2026-05,"Ace",116284.76,3373000,-3256715.24
2026-05,"AF Invest",0,0,0
2026-05,"Altera",91235000,146005000.01,-54770000.01
2026-05,"Andbank",0,0,0
2026-05,"ARX",113128352.75,734722195.26,-621593842.51
2026-05,"ASA",908507,11005090.63,-10096583.63
2026-05,"Asset 1",0,24141092.37,-24141092.37
2026-05,"Atena",202000,0,202000
2026-05,"Augme",565753.03,88735111.25,-88169358.22
2026-05,"AZ Quest",316067292.7,40343627.73,275723664.97
2026-05,"BB Asset",87233750.1,1352536240.63,-1265302490.53
2026-05,"BBM Asset",1781892.37,929118.56,852773.81
2026-05,"BDR",0,0,0
2026-05,"Black Swan",0,97376.73,-97376.73
2026-05,"Bocaina",7727430,19813002.76,-12085572.76
2026-05,"BR Partners",5000000,130000,4870000
2026-05,"Brainvest",0,0,0
2026-05,"BRAM",272868311.74,1787183522.18,-1514315210.44
2026-05,"BTG Asset",69709833.61,876577764.03,-806867930.42
2026-05,"BTG WM",107469938.37,220520189.79,-113050251.42
2026-05,"Butiá",7117.97,79522.48,-72404.51
2026-05,"BV Asset",0,0,0
2026-05,"Capitânia",5213304.82,78228604.19,-73015299.37
2026-05,"Citrino",0,0,0
2026-05,"Daycoval",84007889.26,6133897.88,77873991.38
2026-05,"Daycoval Asset",5000000,0,5000000
2026-05,"Douro",0,5200000,-5200000
2026-05,"Drys",0,1100000,-1100000
2026-05,"EQI",229232.44,26805462.9,-26576230.46
2026-05,"Être-Davos",0,0,0
2026-05,"Exes",0,200000,-200000
2026-05,"FAR",0,322716.72,-322716.72
2026-05,"Franklin Templeton",0,0,0
2026-05,"G5",24631503.61,17298361.67,7333141.94
2026-05,"Galapagos",680000,3715380.04,-3035380.04
2026-05,"Galt",0,47000,-47000
2026-05,"Heritage",8000000,0,8000000
2026-05,"IAM",752278452.67,3029356621.33,-2277078168.66
2026-05,"Ibuina",14952801.8,166453065.02,-151500263.22
2026-05,"Icatu",29057211.3,319919158.53,-290861947.23
2026-05,"Inter",10297429.05,103648159.32,-93350730.27
2026-05,"Iridium",1183035.56,1304289.77,-121254.21
2026-05,"Jera",0,0,0
2026-05,"JGP",29151146.54,284528349.29,-255377202.75
2026-05,"Jive",0,5260000,-5260000
2026-05,"Journey",254799.91,6189967.75,-5935167.84
2026-05,"Kinea",54700007.13,139835742.37,-85135735.24
2026-05,"Lakewood",0,1000000,-1000000
2026-05,"Legacy",26137175.03,480728875.19,-454591700.16
2026-05,"MAG",714000,0,714000
2026-05,"Maud",446483,350000,96483
2026-05,"Mirabaud",542307.87,160383.23,381924.64
2026-05,"MMZR",0,0,0
2026-05,"Monte Azul",0,0,0
2026-05,"Monte Bravo",0,0,0
2026-05,"Navi",0,0,0
2026-05,"Newave",12433.66,0,12433.66
2026-05,"Nikos",1535981.63,35842594.61,-34306612.98
2026-05,"Novus",3390000,8699999.99,-5309999.99
2026-05,"Nu Asset",0,1120000,-1120000
2026-05,"Occam",48354438,128383360.6,-80028922.6
2026-05,"Opportunity",6140000,0,6140000
2026-05,"Oriz",303120.65,2665000,-2361879.35
2026-05,"Paramis",0,2829999.99,-2829999.99
2026-05,"Pátria",0,432703.45,-432703.45
2026-05,"Perfin",0,0,0
2026-05,"Persevera",2571771.66,3815000,-1243228.34
2026-05,"Plural",7823719,205407802.08,-197584083.08
2026-05,"Porto Asset",4800966.99,7739833.7,-2938866.71
2026-05,"Portofino",2017910.29,0,2017910.29
2026-05,"Principal",0,0,0
2026-05,"Proteus",0,490414917.94,-490414917.94
2026-05,"Rafter",825000,20892393.33,-20067393.33
2026-05,"RB Asset",20520000,215300746,-194780746
2026-05,"RBR",0,0,0
2026-05,"Rio Bravo",44891.1,6315149.67,-6270258.57
2026-05,"Riza",1581009.4,87081628.23,-85500618.83
2026-05,"Root",0,0,0
2026-05,"Rubik",0,0,0
2026-05,"Safra Asset",76886352.27,385970161.29,-309083809.02
2026-05,"SAM",1298272881.9,1241294600,56978281.9
2026-05,"San WM",64872645.08,95929391.39,-31056746.31
2026-05,"Scalare",7900000,8500000.01,-600000.01
2026-05,"Seven Pounds",0,0,0
2026-05,"Somma",109317.27,1720092.15,-1610774.88
2026-05,"Sonata",0,0,0
2026-05,"Sparta",44024650.96,397435722.51,-353411071.55
2026-05,"SPX",11407810.76,224058118.43,-212650307.67
2026-05,"Sten",79988918.77,13729751.78,66259166.99
2026-05,"STK",0,0,0
2026-05,"Sulamérica",8404401.52,53552970.8,-45148569.28
2026-05,"Suno",0,1370000,-1370000
2026-05,"SVN",8717346.06,32651048.66,-23933702.6
2026-05,"SWM",418871.76,239729.24,179142.52
2026-05,"TAG",0,0,0
2026-05,"Tenax",5429833.71,25134203.23,-19704369.52
2026-05,"Tivio",7000,2182749.73,-2175749.73
2026-05,"Tori 21",0,0,0
2026-05,"Track",2270736.19,898428.97,1372307.22
2026-05,"Trígono",6775000,60000,6715000
2026-05,"Turim",0,20000000,-20000000
2026-05,"UBS",19642402.13,296009810.38,-276367408.25
2026-05,"Valia",1586398.88,1583172.19,3226.69
2026-05,"Valora",0,94874734.07,-94874734.07
2026-05,"Vêneto",0,7000000,-7000000
2026-05,"Vinci",0,95805874.81,-95805874.81
2026-05,"Vinland",62006789.77,709334413.26,-647327623.49
2026-05,"WHG",2540243.5,1906000,634243.5
2026-05,"XPG",33188118.8,396383352.18,-363195233.38
2026-05,"YVY",0,0,0
2026-06,"4UM",0,1240000,-1240000
2026-06,"Absolute",158046783.6,1145912399.6,-987865616
2026-06,"Ace",182309.57,4030081,-3847771.43
2026-06,"AF Invest",0,0,0
2026-06,"Altera",4872000,40508383.21,-35636383.21
2026-06,"Andbank",0,0,0
2026-06,"ARX",171498546.62,623576709.84,-452078163.22
2026-06,"ASA",236800,312404.68,-75604.68
2026-06,"Asset 1",235000,12295000,-12060000
2026-06,"Atena",2000,0,2000
2026-06,"Augme",2141047.8,57072752.59,-54931704.79
2026-06,"AZ Quest",15004953.78,33443104.25,-18438150.47
2026-06,"BB Asset",407013574.34,1028850594.14,-621837019.8
2026-06,"BBM Asset",2577196.4,20573783.92,-17996587.52
2026-06,"BDR",0,0,0
2026-06,"Black Swan",0,0,0
2026-06,"Bocaina",8420915.66,17615000.01,-9194084.35
2026-06,"BR Partners",0,130000,-130000
2026-06,"Brainvest",0,0,0
2026-06,"BRAM",707370937.64,2006568798.13,-1299197860.49
